,Year,Cause of death,Race,Deaths
7915,2020.0,"Liver, unspecified - Malignant neoplasms",Black or African American,26.0
7916,2020.0,"Liver, unspecified - Malignant neoplasms",White,146.0
7917,2020.0,Malignant neoplasm of gallbladder,White,32.0
7918,2020.0,Extrahepatic bile duct - Malignant neoplasms,White,31.0
7919,2020.0,Head of pancreas - Malignant neoplasms,White,27.0
7920,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,148.0
7921,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,803.0
7922,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,32.0
7923,2020.0,"Larynx, unspecified - Malignant neoplasms",Black or African American,18.0
7924,2020.0,"Larynx, unspecified - Malignant neoplasms",White,73.0
7925,2020.0,Main bronchus - Malignant neoplasms,White,11.0
7926,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",White,70.0
7927,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",White,44.0
7928,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,24.0
7929,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,437.0
7930,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,3360.0
7931,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",White,25.0
7932,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,167.0
7933,2020.0,Skin of other and unspecified parts of face - Malignant neoplasms,White,10.0
7934,2020.0,Skin of scalp and neck - Malignant neoplasms,White,42.0
7935,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,55.0
7936,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,24.0
7937,2020.0,Retroperitoneum - Malignant neoplasms,White,10.0
7938,2020.0,"Peritoneum, unspecified - Malignant neoplasms",White,17.0
7939,2020.0,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",White,10.0
7940,2020.0,Connective and soft tissue of abdomen - Malignant neoplasms,White,11.0
7941,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",Black or African American,17.0
7942,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,47.0
7943,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,177.0
7944,2020.0,"Breast, unspecified - Malignant neoplasms",White,814.0
7945,2020.0,"Vulva, unspecified - Malignant neoplasms",White,25.0
7946,2020.0,Malignant neoplasm of vagina,White,11.0
7947,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Black or African American,20.0
7948,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,88.0
7949,2020.0,Endometrium - Malignant neoplasms,Black or African American,34.0
7950,2020.0,Endometrium - Malignant neoplasms,White,94.0
7951,2020.0,"Malignant neoplasm of uterus, part unspecified",Black or African American,23.0
7952,2020.0,"Malignant neoplasm of uterus, part unspecified",White,55.0
7953,2020.0,Malignant neoplasm of ovary,Black or African American,39.0
7954,2020.0,Malignant neoplasm of ovary,White,257.0
7955,2020.0,Malignant neoplasm of prostate,Black or African American,165.0
7956,2020.0,Malignant neoplasm of prostate,White,508.0
7957,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Black or African American,47.0
7958,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,298.0
7959,2020.0,Malignant neoplasm of renal pelvis,White,10.0
7960,2020.0,"Bladder, unspecified - Malignant neoplasms",Black or African American,33.0
7961,2020.0,"Bladder, unspecified - Malignant neoplasms",White,327.0
7962,2020.0,Frontal lobe - Malignant neoplasms,White,15.0
7963,2020.0,Temporal lobe - Malignant neoplasms,White,12.0
7964,2020.0,"Brain, unspecified - Malignant neoplasms",Black or African American,32.0
7965,2020.0,"Brain, unspecified - Malignant neoplasms",White,319.0
7966,2020.0,Malignant neoplasm of thyroid gland,White,25.0
7967,2020.0,"Head, face and neck - Malignant neoplasms",White,11.0
7968,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,White,15.0
7969,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,29.0
7970,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,White,16.0
7971,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,57.0
7972,2020.0,Malignant neoplasm without specification of site,Black or African American,84.0
7973,2020.0,Malignant neoplasm without specification of site,White,519.0
7974,2020.0,"Hodgkin disease, unspecified",White,21.0
7975,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",White,18.0
7976,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),White,32.0
7977,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,99.0
7978,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,White,19.0
7979,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",Black or African American,10.0
7980,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,82.0
7981,2020.0,"Non-Hodgkin lymphoma, unspecified type",Black or African American,13.0
7982,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,146.0
7983,2020.0,Multiple myeloma - Malignant neoplasms,Black or African American,54.0
7984,2020.0,Multiple myeloma - Malignant neoplasms,White,226.0
7985,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,White,26.0
7986,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,Black or African American,11.0
7987,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,103.0
7988,2020.0,Acute myeloid leukaemia - Malignant neoplasms,Black or African American,31.0
7989,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,199.0
7990,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,White,20.0
7991,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,White,33.0
7992,2020.0,"Leukaemia, unspecified - Malignant neoplasms",White,43.0
7993,2020.0,Malignant neoplasms of independent (primary) multiple sites,Black or African American,12.0
7994,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,146.0
7995,2020.0,"Meninges, unspecified - Benign neoplasms",White,10.0
7996,2020.0,"Trachea, bronchus and lung - Uncertain neoplasms",White,17.0
7997,2020.0,"Brain, unspecified - Uncertain neoplasms",White,38.0
7998,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",Black or African American,13.0
7999,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,136.0
8000,2020.0,Chronic myeloproliferative disease - Uncertain neoplasms,White,24.0
8216,2020.0,Malignant neoplasm of base of tongue,White,12.0
8217,2020.0,"Tongue, unspecified - Malignant neoplasms",Black or African American,10.0
8218,2020.0,"Tongue, unspecified - Malignant neoplasms",White,144.0
8219,2020.0,"Mouth, unspecified - Malignant neoplasms",White,67.0
8220,2020.0,Malignant neoplasm of parotid gland,White,51.0
8221,2020.0,"Major salivary gland, unspecified - Malignant neoplasms",White,22.0
8222,2020.0,"Tonsil, unspecified - Malignant neoplasms",White,53.0
8223,2020.0,"Oropharynx, unspecified - Malignant neoplasms",Black or African American,11.0
8224,2020.0,"Oropharynx, unspecified - Malignant neoplasms",White,103.0
8225,2020.0,"Nasopharynx, unspecified - Malignant neoplasms",White,32.0
8226,2020.0,"Hypopharynx, unspecified - Malignant neoplasms",White,25.0
8227,2020.0,"Pharynx, unspecified - Malignant neoplasms",Black or African American,13.0
8228,2020.0,"Pharynx, unspecified - Malignant neoplasms",White,146.0
8229,2020.0,Lower third of oesophagus - Malignant neoplasms,White,21.0
8230,2020.0,"Oesophagus, unspecified - Malignant neoplasms",Asian or Pacific Islander,17.0
8231,2020.0,"Oesophagus, unspecified - Malignant neoplasms",Black or African American,66.0
8232,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,866.0
8233,2020.0,Cardia - Malignant neoplasms,White,59.0
8234,2020.0,"Stomach, unspecified - Malignant neoplasms",Asian or Pacific Islander,47.0
8235,2020.0,"Stomach, unspecified - Malignant neoplasms",Black or African American,118.0
8236,2020.0,"Stomach, unspecified - Malignant neoplasms",White,724.0
8237,2020.0,Duodenum - Malignant neoplasms,Black or African American,18.0
8238,2020.0,Duodenum - Malignant neoplasms,White,53.0
8239,2020.0,Jejunum - Malignant neoplasms,White,10.0
8240,2020.0,Ileum - Malignant neoplasms,White,10.0
8241,2020.0,"Small intestine, unspecified - Malignant neoplasms",Black or African American,11.0
8242,2020.0,"Small intestine, unspecified - Malignant neoplasms",White,40.0
8243,2020.0,Caecum - Malignant neoplasms,White,57.0
8244,2020.0,Appendix - Malignant neoplasms,White,53.0
8245,2020.0,Ascending colon - Malignant neoplasms,White,32.0
8246,2020.0,Transverse colon - Malignant neoplasms,White,18.0
8247,2020.0,Sigmoid colon - Malignant neoplasms,Black or African American,12.0
8248,2020.0,Sigmoid colon - Malignant neoplasms,White,90.0
8249,2020.0,"Colon, unspecified - Malignant neoplasms",Asian or Pacific Islander,91.0
8250,2020.0,"Colon, unspecified - Malignant neoplasms",Black or African American,413.0
8251,2020.0,"Colon, unspecified - Malignant neoplasms",White,2328.0
8252,2020.0,Malignant neoplasm of rectosigmoid junction,Asian or Pacific Islander,13.0
8253,2020.0,Malignant neoplasm of rectosigmoid junction,Black or African American,55.0
8254,2020.0,Malignant neoplasm of rectosigmoid junction,White,213.0
8255,2020.0,Malignant neoplasm of rectum,Asian or Pacific Islander,15.0
8256,2020.0,Malignant neoplasm of rectum,Black or African American,72.0
8257,2020.0,Malignant neoplasm of rectum,White,476.0
8258,2020.0,"Anus, unspecified - Malignant neoplasms",White,75.0
8259,2020.0,Anal canal - Malignant neoplasms,White,12.0
8260,2020.0,"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms",White,11.0
8261,2020.0,Liver cell carcinoma - Malignant neoplasms,Asian or Pacific Islander,44.0
8262,2020.0,Liver cell carcinoma - Malignant neoplasms,Black or African American,166.0
8263,2020.0,Liver cell carcinoma - Malignant neoplasms,White,916.0
8264,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,Asian or Pacific Islander,19.0
8265,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,Black or African American,47.0
8266,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,455.0
8267,2020.0,"Liver, unspecified - Malignant neoplasms",Asian or Pacific Islander,24.0
8268,2020.0,"Liver, unspecified - Malignant neoplasms",Black or African American,93.0
8269,2020.0,"Liver, unspecified - Malignant neoplasms",White,808.0
8270,2020.0,Malignant neoplasm of gallbladder,Black or African American,32.0
8271,2020.0,Malignant neoplasm of gallbladder,White,147.0
8272,2020.0,Extrahepatic bile duct - Malignant neoplasms,White,90.0
8273,2020.0,Ampulla of Vater - Malignant neoplasms,White,17.0
8274,2020.0,"Biliary tract, unspecified - Malignant neoplasms",White,56.0
8275,2020.0,Head of pancreas - Malignant neoplasms,White,53.0
8276,2020.0,Tail of pancreas - Malignant neoplasms,White,14.0
8277,2020.0,Pancreatic duct - Malignant neoplasms,White,34.0
8278,2020.0,"Pancreas, unspecified - Malignant neoplasms",Asian or Pacific Islander,82.0
8279,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,418.0
8280,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,2563.0
8281,2020.0,"Intestinal tract, part unspecified - Malignant neoplasms",White,21.0
8282,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,Black or African American,24.0
8283,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,116.0
8284,2020.0,Maxillary sinus - Malignant neoplasms,White,11.0
8285,2020.0,Glottis - Malignant neoplasms,White,12.0
8286,2020.0,Supraglottis - Malignant neoplasms,White,25.0
8287,2020.0,"Larynx, unspecified - Malignant neoplasms",Black or African American,46.0
8288,2020.0,"Larynx, unspecified - Malignant neoplasms",White,179.0
8289,2020.0,Main bronchus - Malignant neoplasms,White,31.0
8290,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",Black or African American,27.0
8291,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",White,136.0
8292,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",White,62.0
8293,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",American Indian or Alaska Native,13.0
8294,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,221.0
8295,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,1073.0
8296,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,7203.0
8297,2020.0,Malignant neoplasm of thymus,White,27.0
8298,2020.0,"Mediastinum, part unspecified - Malignant neoplasms",White,17.0
8299,2020.0,Long bones of lower limb - Malignant neoplasms,White,15.0
8300,2020.0,Mandible - Malignant neoplasms,White,19.0
8301,2020.0,"Pelvic bones, sacrum and coccyx - Malignant neoplasms",White,11.0
8302,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",Black or African American,11.0
8303,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",White,87.0
8304,2020.0,Malignant melanoma of scalp and neck - Malignant neoplasms,White,17.0
8305,2020.0,Malignant melanoma of trunk - Malignant neoplasms,White,21.0
8306,2020.0,"Malignant melanoma of upper limb, including shoulder - Malignant neoplasms",White,12.0
8307,2020.0,"Malignant melanoma of lower limb, including hip - Malignant neoplasms",White,16.0
8308,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,392.0
8309,2020.0,Skin of ear and external auricular canal - Malignant neoplasms,White,14.0
8310,2020.0,Skin of other and unspecified parts of face - Malignant neoplasms,White,30.0
8311,2020.0,Skin of scalp and neck - Malignant neoplasms,Black or African American,11.0
8312,2020.0,Skin of scalp and neck - Malignant neoplasms,White,88.0
8313,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,140.0
8314,2020.0,Mesothelioma of pleura - Malignant neoplasms,White,24.0
8315,2020.0,Mesothelioma of peritoneum - Malignant neoplasms,White,11.0
8316,2020.0,Mesothelioma of other sites - Malignant neoplasms,White,40.0
8317,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,53.0
8318,2020.0,Retroperitoneum - Malignant neoplasms,White,28.0
8319,2020.0,"Peritoneum, unspecified - Malignant neoplasms",White,77.0
8320,2020.0,"Connective and soft tissue of head, face and neck - Malignant neoplasms",White,14.0
8321,2020.0,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",White,30.0
8322,2020.0,Connective and soft tissue of abdomen - Malignant neoplasms,White,26.0
8323,2020.0,Connective and soft tissue of pelvis - Malignant neoplasms,White,17.0
8324,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",Black or African American,28.0
8325,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,181.0
8326,2020.0,"Breast, unspecified - Malignant neoplasms",Asian or Pacific Islander,91.0
8327,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,516.0
8328,2020.0,"Breast, unspecified - Malignant neoplasms",White,2429.0
8329,2020.0,"Vulva, unspecified - Malignant neoplasms",Black or African American,13.0
8330,2020.0,"Vulva, unspecified - Malignant neoplasms",White,67.0
8331,2020.0,Malignant neoplasm of vagina,White,22.0
8332,2020.0,Endocervix - Malignant neoplasms,White,13.0
8333,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Asian or Pacific Islander,21.0
8334,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Black or African American,68.0
8335,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,344.0
8336,2020.0,Endometrium - Malignant neoplasms,Asian or Pacific Islander,19.0
8337,2020.0,Endometrium - Malignant neoplasms,Black or African American,87.0
8338,2020.0,Endometrium - Malignant neoplasms,White,359.0
8339,2020.0,"Malignant neoplasm of uterus, part unspecified",Asian or Pacific Islander,15.0
8340,2020.0,"Malignant neoplasm of uterus, part unspecified",Black or African American,77.0
8341,2020.0,"Malignant neoplasm of uterus, part unspecified",White,251.0
8342,2020.0,Malignant neoplasm of ovary,Asian or Pacific Islander,37.0
8343,2020.0,Malignant neoplasm of ovary,Black or African American,97.0
8344,2020.0,Malignant neoplasm of ovary,White,787.0
8345,2020.0,Fallopian tube - Malignant neoplasms,White,22.0
8346,2020.0,"Female genital organ, unspecified - Malignant neoplasms",White,22.0
8347,2020.0,"Penis, unspecified - Malignant neoplasms",White,20.0
8348,2020.0,Malignant neoplasm of prostate,Asian or Pacific Islander,39.0
8349,2020.0,Malignant neoplasm of prostate,Black or African American,373.0
8350,2020.0,Malignant neoplasm of prostate,White,1705.0
8351,2020.0,"Testis, unspecified - Malignant neoplasms",White,46.0
8352,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Asian or Pacific Islander,14.0
8353,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Black or African American,144.0
8354,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,1118.0
8355,2020.0,Malignant neoplasm of renal pelvis,White,18.0
8356,2020.0,Malignant neoplasm of ureter,White,24.0
8357,2020.0,"Bladder, unspecified - Malignant neoplasms",Asian or Pacific Islander,17.0
8358,2020.0,"Bladder, unspecified - Malignant neoplasms",Black or African American,97.0
8359,2020.0,"Bladder, unspecified - Malignant neoplasms",White,869.0
8360,2020.0,Urethra - Malignant neoplasms,White,13.0
8361,2020.0,"Urinary organ, unspecified - Malignant neoplasms",White,15.0
8362,2020.0,"Eye, unspecified - Malignant neoplasms",White,18.0
8363,2020.0,"Cerebrum, except lobes and ventricles - Malignant neoplasms",White,14.0
8364,2020.0,Frontal lobe - Malignant neoplasms,White,53.0
8365,2020.0,Temporal lobe - Malignant neoplasms,White,46.0
8366,2020.0,Parietal lobe - Malignant neoplasms,White,17.0
8367,2020.0,Cerebellum - Malignant neoplasms,White,17.0
8368,2020.0,Brain stem - Malignant neoplasms,White,23.0
8369,2020.0,Overlapping lesion of brain - Malignant neoplasms,White,10.0
8370,2020.0,"Brain, unspecified - Malignant neoplasms",Asian or Pacific Islander,37.0
8371,2020.0,"Brain, unspecified - Malignant neoplasms",Black or African American,87.0
8372,2020.0,"Brain, unspecified - Malignant neoplasms",White,909.0
8373,2020.0,"Central nervous system, unspecified - Malignant neoplasms",White,11.0
8374,2020.0,Malignant neoplasm of thyroid gland,Asian or Pacific Islander,11.0
8375,2020.0,Malignant neoplasm of thyroid gland,Black or African American,13.0
8376,2020.0,Malignant neoplasm of thyroid gland,White,120.0
8377,2020.0,Cortex of adrenal gland - Malignant neoplasms,White,12.0
8378,2020.0,"Adrenal gland, unspecified - Malignant neoplasms",White,36.0
8379,2020.0,"Head, face and neck - Malignant neoplasms",White,37.0
8380,2020.0,Abdomen - Malignant neoplasms,White,33.0
8381,2020.0,Pelvis - Malignant neoplasms,White,14.0
8382,2020.0,Secondary malignant neoplasm of lung - Malignant neoplasms,White,16.0
8383,2020.0,Secondary malignant neoplasm of pleura - Malignant neoplasms,White,11.0
8384,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,White,51.0
8385,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,Asian or Pacific Islander,11.0
8386,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,Black or African American,32.0
8387,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,153.0
8388,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,Black or African American,10.0
8389,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,White,54.0
8390,2020.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,White,34.0
8391,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,Black or African American,27.0
8392,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,161.0
8393,2020.0,Malignant neoplasm without specification of site,Asian or Pacific Islander,39.0
8394,2020.0,Malignant neoplasm without specification of site,Black or African American,191.0
8395,2020.0,Malignant neoplasm without specification of site,White,1178.0
8396,2020.0,"Hodgkin disease, unspecified",White,57.0
8397,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",White,35.0
8398,2020.0,Non-Hodgkin lymphoma small cell (diffuse),White,11.0
8399,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),White,75.0
8400,2020.0,Non-Hodgkin lymphoma large cell (diffuse),Asian or Pacific Islander,14.0
8401,2020.0,Non-Hodgkin lymphoma large cell (diffuse),Black or African American,31.0
8402,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,276.0
8403,2020.0,Burkitt tumor,White,14.0
8404,2020.0,Peripheral T-cell lymphoma - Malignant neoplasms,White,12.0
8405,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,White,57.0
8406,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",Black or African American,19.0
8407,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,205.0
8408,2020.0,"Non-Hodgkin lymphoma, unspecified type",Asian or Pacific Islander,18.0
8409,2020.0,"Non-Hodgkin lymphoma, unspecified type",Black or African American,45.0
8410,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,512.0
8411,2020.0,Waldenstr?m macroglobulinemia,White,23.0
8412,2020.0,Multiple myeloma - Malignant neoplasms,Asian or Pacific Islander,22.0
8413,2020.0,Multiple myeloma - Malignant neoplasms,Black or African American,176.0
8414,2020.0,Multiple myeloma - Malignant neoplasms,White,673.0
8415,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,Black or African American,10.0
8416,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,White,119.0
8417,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,Black or African American,29.0
8418,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,232.0
8419,2020.0,"Lymphoid leukaemia, unspecified - Malignant neoplasms",White,17.0
8420,2020.0,Acute myeloid leukaemia - Malignant neoplasms,Asian or Pacific Islander,27.0
8421,2020.0,Acute myeloid leukaemia - Malignant neoplasms,Black or African American,70.0
8422,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,597.0
8423,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,Black or African American,15.0
8424,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,White,63.0
8425,2020.0,Acute promyelocytic leukaemia - Malignant neoplasms,White,11.0
8426,2020.0,Acute myelomonocytic leukaemia - Malignant neoplasms,White,14.0
8427,2020.0,Other myeloid leukaemia - Malignant neoplasms,White,33.0
8428,2020.0,"Myeloid leukaemia, unspecified - Malignant neoplasms",White,19.0
8429,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,White,62.0
8430,2020.0,Chronic leukaemia of unspecified cell type - Malignant neoplasms,White,17.0
8431,2020.0,"Leukaemia, unspecified - Malignant neoplasms",Black or African American,15.0
8432,2020.0,"Leukaemia, unspecified - Malignant neoplasms",White,179.0
8433,2020.0,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified - Malignant neoplasms",White,10.0
8434,2020.0,Malignant neoplasms of independent (primary) multiple sites,Black or African American,48.0
8435,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,366.0
8436,2020.0,Cerebral meninges - Benign neoplasms,White,21.0
8437,2020.0,"Meninges, unspecified - Benign neoplasms",White,23.0
8438,2020.0,Colon - Uncertain neoplasms,White,11.0
8439,2020.0,"Liver, gallbladder and bile ducts - Uncertain neoplasms",White,19.0
8440,2020.0,Other digestive organs - Uncertain neoplasms,White,27.0
8441,2020.0,"Trachea, bronchus and lung - Uncertain neoplasms",White,50.0
8442,2020.0,Bladder - Uncertain neoplasms,White,13.0
8443,2020.0,"Brain, unspecified - Uncertain neoplasms",Black or African American,16.0
8444,2020.0,"Brain, unspecified - Uncertain neoplasms",White,82.0
8445,2020.0,Polycythaemia vera,White,18.0
8446,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",Black or African American,27.0
8447,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,362.0
8448,2020.0,Chronic myeloproliferative disease - Uncertain neoplasms,White,55.0
8449,2020.0,Connective and other soft tissue - Uncertain neoplasms,White,24.0
8450,2020.0,Other specified sites - Uncertain neoplasms,White,14.0
8451,2020.0,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",White,41.0
8494,2020.0,"Tongue, unspecified - Malignant neoplasms",White,13.0
8495,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,67.0
8496,2020.0,"Stomach, unspecified - Malignant neoplasms",White,37.0
8497,2020.0,"Colon, unspecified - Malignant neoplasms",White,190.0
8498,2020.0,Malignant neoplasm of rectosigmoid junction,White,27.0
8499,2020.0,Malignant neoplasm of rectum,White,39.0
8500,2020.0,Liver cell carcinoma - Malignant neoplasms,White,61.0
8501,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,51.0
8502,2020.0,"Liver, unspecified - Malignant neoplasms",White,35.0
8503,2020.0,Malignant neoplasm of gallbladder,White,11.0
8504,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,281.0
8505,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,12.0
8506,2020.0,"Larynx, unspecified - Malignant neoplasms",White,11.0
8507,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,16.0
8508,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,415.0
8509,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,74.0
8510,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,10.0
8511,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,24.0
8512,2020.0,"Breast, unspecified - Malignant neoplasms",White,296.0
8513,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,29.0
8514,2020.0,Endometrium - Malignant neoplasms,White,31.0
8515,2020.0,"Malignant neoplasm of uterus, part unspecified",White,28.0
8516,2020.0,Malignant neoplasm of ovary,White,89.0
8517,2020.0,Malignant neoplasm of prostate,Asian or Pacific Islander,11.0
8518,2020.0,Malignant neoplasm of prostate,White,245.0
8519,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,94.0
8520,2020.0,"Bladder, unspecified - Malignant neoplasms",White,92.0
8521,2020.0,"Brain, unspecified - Malignant neoplasms",White,127.0
8522,2020.0,Malignant neoplasm of thyroid gland,White,11.0
8523,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,18.0
8524,2020.0,Malignant neoplasm without specification of site,White,152.0
8525,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),White,10.0
8526,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,23.0
8527,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,30.0
8528,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,69.0
8529,2020.0,Multiple myeloma - Malignant neoplasms,White,85.0
8530,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,39.0
8531,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,60.0
8532,2020.0,Other myeloid leukaemia - Malignant neoplasms,White,12.0
8533,2020.0,"Leukaemia, unspecified - Malignant neoplasms",White,23.0
8534,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,41.0
8535,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,50.0
8562,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,49.0
8563,2020.0,"Stomach, unspecified - Malignant neoplasms",White,13.0
8564,2020.0,"Colon, unspecified - Malignant neoplasms",White,66.0
8565,2020.0,Malignant neoplasm of rectosigmoid junction,White,17.0
8566,2020.0,Malignant neoplasm of rectum,White,27.0
8567,2020.0,Liver cell carcinoma - Malignant neoplasms,White,28.0
8568,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,28.0
8569,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,90.0
8570,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,11.0
