Notes,State,State Code,Year,Year Code,Cause of death,Cause of death Code,Gender,Gender Code,Deaths,Population,Crude Rate
,Pennsylvania,42,2019,2019,"Brain, unspecified - Malignant neoplasms",C71.9,Male,M,397,6274361,6.3
,Pennsylvania,42,2019,2019,Malignant neoplasm of thyroid gland,C73,Female,F,47,6527628,0.7
,Pennsylvania,42,2019,2019,Malignant neoplasm of thyroid gland,C73,Male,M,53,6274361,0.8
,Pennsylvania,42,2019,2019,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,Female,F,14,6527628,Unreliable
,Pennsylvania,42,2019,2019,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,Male,M,15,6274361,Unreliable
,Pennsylvania,42,2019,2019,"Head, face and neck - Malignant neoplasms",C76.0,Male,M,19,6274361,Unreliable
,Pennsylvania,42,2019,2019,Abdomen - Malignant neoplasms,C76.2,Female,F,12,6527628,Unreliable
,Pennsylvania,42,2019,2019,Secondary malignant neoplasm of lung - Malignant neoplasms,C78.0,Female,F,12,6527628,Unreliable
,Pennsylvania,42,2019,2019,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,Female,F,35,6527628,0.5
,Pennsylvania,42,2019,2019,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Female,F,30,6527628,0.5
,Pennsylvania,42,2019,2019,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Male,M,48,6274361,0.8
,Pennsylvania,42,2019,2019,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,Female,F,17,6527628,Unreliable
,Pennsylvania,42,2019,2019,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,Male,M,11,6274361,Unreliable
,Pennsylvania,42,2019,2019,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,Female,F,15,6527628,Unreliable
,Pennsylvania,42,2019,2019,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,Male,M,13,6274361,Unreliable
,Pennsylvania,42,2019,2019,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Female,F,41,6527628,0.6
,Pennsylvania,42,2019,2019,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Male,M,93,6274361,1.5
,Pennsylvania,42,2019,2019,Malignant neoplasm without specification of site,C80,Female,F,768,6527628,11.8
,Pennsylvania,42,2019,2019,Malignant neoplasm without specification of site,C80,Male,M,832,6274361,13.3
,Pennsylvania,42,2019,2019,"Hodgkin disease, unspecified",C81.9,Female,F,19,6527628,Unreliable
,Pennsylvania,42,2019,2019,"Hodgkin disease, unspecified",C81.9,Male,M,20,6274361,0.3
,Pennsylvania,42,2019,2019,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,Female,F,20,6527628,0.3
,Pennsylvania,42,2019,2019,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,Male,M,14,6274361,Unreliable
,Pennsylvania,42,2019,2019,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,Female,F,13,6527628,Unreliable
,Pennsylvania,42,2019,2019,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,Male,M,33,6274361,0.5
,Pennsylvania,42,2019,2019,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Female,F,95,6527628,1.5
,Pennsylvania,42,2019,2019,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Male,M,111,6274361,1.8
,Pennsylvania,42,2019,2019,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,Female,F,18,6527628,Unreliable
,Pennsylvania,42,2019,2019,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,Male,M,32,6274361,0.5
,Pennsylvania,42,2019,2019,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Female,F,72,6527628,1.1
,Pennsylvania,42,2019,2019,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Male,M,90,6274361,1.4
,Pennsylvania,42,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,Female,F,206,6527628,3.2
,Pennsylvania,42,2019,2019,"Non-Hodgkin lymphoma, unspecified type",C85.9,Male,M,215,6274361,3.4
,Pennsylvania,42,2019,2019,Waldenstr?m macroglobulinemia,C88.0,Male,M,12,6274361,Unreliable
,Pennsylvania,42,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,Female,F,257,6527628,3.9
,Pennsylvania,42,2019,2019,Multiple myeloma - Malignant neoplasms,C90.0,Male,M,308,6274361,4.9
,Pennsylvania,42,2019,2019,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,Female,F,18,6527628,Unreliable
,Pennsylvania,42,2019,2019,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,Male,M,28,6274361,0.4
,Pennsylvania,42,2019,2019,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Female,F,97,6527628,1.5
,Pennsylvania,42,2019,2019,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Male,M,127,6274361,2
,Pennsylvania,42,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Female,F,227,6527628,3.5
,Pennsylvania,42,2019,2019,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Male,M,294,6274361,4.7
,Pennsylvania,42,2019,2019,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,Female,F,17,6527628,Unreliable
,Pennsylvania,42,2019,2019,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,Male,M,33,6274361,0.5
,Pennsylvania,42,2019,2019,Other myeloid leukaemia - Malignant neoplasms,C92.7,Male,M,12,6274361,Unreliable
,Pennsylvania,42,2019,2019,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,Female,F,39,6527628,0.6
,Pennsylvania,42,2019,2019,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,Male,M,38,6274361,0.6
,Pennsylvania,42,2019,2019,"Leukaemia, unspecified - Malignant neoplasms",C95.9,Female,F,38,6527628,0.6
,Pennsylvania,42,2019,2019,"Leukaemia, unspecified - Malignant neoplasms",C95.9,Male,M,66,6274361,1.1
,Pennsylvania,42,2019,2019,Malignant neoplasms of independent (primary) multiple sites,C97,Female,F,116,6527628,1.8
,Pennsylvania,42,2019,2019,Malignant neoplasms of independent (primary) multiple sites,C97,Male,M,141,6274361,2.2
,Pennsylvania,42,2019,2019,"Meninges, unspecified - Benign neoplasms",D32.9,Female,F,25,6527628,0.4
,Pennsylvania,42,2019,2019,"Meninges, unspecified - Benign neoplasms",D32.9,Male,M,12,6274361,Unreliable
,Pennsylvania,42,2019,2019,"Liver, gallbladder and bile ducts - Uncertain neoplasms",D37.6,Male,M,12,6274361,Unreliable
,Pennsylvania,42,2019,2019,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,Female,F,20,6527628,0.3
,Pennsylvania,42,2019,2019,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,Male,M,20,6274361,0.3
,Pennsylvania,42,2019,2019,"Brain, unspecified - Uncertain neoplasms",D43.2,Female,F,38,6527628,0.6
,Pennsylvania,42,2019,2019,"Brain, unspecified - Uncertain neoplasms",D43.2,Male,M,43,6274361,0.7
,Pennsylvania,42,2019,2019,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Female,F,124,6527628,1.9
,Pennsylvania,42,2019,2019,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Male,M,197,6274361,3.1
,Pennsylvania,42,2019,2019,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,Female,F,28,6527628,0.4
,Pennsylvania,42,2019,2019,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,Male,M,46,6274361,0.7
,Pennsylvania,42,2019,2019,Connective and other soft tissue - Uncertain neoplasms,D48.1,Male,M,16,6274361,Unreliable
,Pennsylvania,42,2019,2019,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,Female,F,19,6527628,Unreliable
,Pennsylvania,42,2019,2019,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,Male,M,11,6274361,Unreliable
,Pennsylvania,42,2020,2020,"Tongue, unspecified - Malignant neoplasms",C02.9,Female,F,41,6516212,0.6
,Pennsylvania,42,2020,2020,"Tongue, unspecified - Malignant neoplasms",C02.9,Male,M,75,6267042,1.2
,Pennsylvania,42,2020,2020,"Mouth, unspecified - Malignant neoplasms",C06.9,Female,F,19,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Mouth, unspecified - Malignant neoplasms",C06.9,Male,M,44,6267042,0.7
,Pennsylvania,42,2020,2020,Malignant neoplasm of parotid gland,C07,Female,F,16,6516212,Unreliable
,Pennsylvania,42,2020,2020,Malignant neoplasm of parotid gland,C07,Male,M,29,6267042,0.5
,Pennsylvania,42,2020,2020,"Tonsil, unspecified - Malignant neoplasms",C09.9,Female,F,13,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Tonsil, unspecified - Malignant neoplasms",C09.9,Male,M,42,6267042,0.7
,Pennsylvania,42,2020,2020,"Oropharynx, unspecified - Malignant neoplasms",C10.9,Female,F,12,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Oropharynx, unspecified - Malignant neoplasms",C10.9,Male,M,45,6267042,0.7
,Pennsylvania,42,2020,2020,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,Female,F,10,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,Male,M,14,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Hypopharynx, unspecified - Malignant neoplasms",C13.9,Male,M,19,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Pharynx, unspecified - Malignant neoplasms",C14.0,Female,F,13,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Pharynx, unspecified - Malignant neoplasms",C14.0,Male,M,37,6267042,0.6
,Pennsylvania,42,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,Female,F,156,6516212,2.4
,Pennsylvania,42,2020,2020,"Oesophagus, unspecified - Malignant neoplasms",C15.9,Male,M,643,6267042,10.3
,Pennsylvania,42,2020,2020,Cardia - Malignant neoplasms,C16.0,Male,M,39,6267042,0.6
,Pennsylvania,42,2020,2020,"Stomach, unspecified - Malignant neoplasms",C16.9,Female,F,146,6516212,2.2
,Pennsylvania,42,2020,2020,"Stomach, unspecified - Malignant neoplasms",C16.9,Male,M,225,6267042,3.6
,Pennsylvania,42,2020,2020,Duodenum - Malignant neoplasms,C17.0,Female,F,21,6516212,0.3
,Pennsylvania,42,2020,2020,Duodenum - Malignant neoplasms,C17.0,Male,M,32,6267042,0.5
,Pennsylvania,42,2020,2020,"Small intestine, unspecified - Malignant neoplasms",C17.9,Female,F,15,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Small intestine, unspecified - Malignant neoplasms",C17.9,Male,M,18,6267042,Unreliable
,Pennsylvania,42,2020,2020,Caecum - Malignant neoplasms,C18.0,Female,F,22,6516212,0.3
,Pennsylvania,42,2020,2020,Caecum - Malignant neoplasms,C18.0,Male,M,23,6267042,0.4
,Pennsylvania,42,2020,2020,Appendix - Malignant neoplasms,C18.1,Female,F,22,6516212,0.3
,Pennsylvania,42,2020,2020,Appendix - Malignant neoplasms,C18.1,Male,M,22,6267042,0.4
,Pennsylvania,42,2020,2020,Ascending colon - Malignant neoplasms,C18.2,Female,F,11,6516212,Unreliable
,Pennsylvania,42,2020,2020,Sigmoid colon - Malignant neoplasms,C18.7,Female,F,15,6516212,Unreliable
,Pennsylvania,42,2020,2020,Sigmoid colon - Malignant neoplasms,C18.7,Male,M,15,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,Female,F,790,6516212,12.1
,Pennsylvania,42,2020,2020,"Colon, unspecified - Malignant neoplasms",C18.9,Male,M,884,6267042,14.1
,Pennsylvania,42,2020,2020,Malignant neoplasm of rectosigmoid junction,C19,Female,F,65,6516212,1
,Pennsylvania,42,2020,2020,Malignant neoplasm of rectosigmoid junction,C19,Male,M,83,6267042,1.3
,Pennsylvania,42,2020,2020,Malignant neoplasm of rectum,C20,Female,F,139,6516212,2.1
,Pennsylvania,42,2020,2020,Malignant neoplasm of rectum,C20,Male,M,220,6267042,3.5
,Pennsylvania,42,2020,2020,"Anus, unspecified - Malignant neoplasms",C21.0,Female,F,41,6516212,0.6
,Pennsylvania,42,2020,2020,"Anus, unspecified - Malignant neoplasms",C21.0,Male,M,21,6267042,0.3
,Pennsylvania,42,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,Female,F,116,6516212,1.8
,Pennsylvania,42,2020,2020,Liver cell carcinoma - Malignant neoplasms,C22.0,Male,M,454,6267042,7.2
,Pennsylvania,42,2020,2020,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,Female,F,203,6516212,3.1
,Pennsylvania,42,2020,2020,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,Male,M,224,6267042,3.6
,Pennsylvania,42,2020,2020,"Liver, unspecified - Malignant neoplasms",C22.9,Female,F,100,6516212,1.5
,Pennsylvania,42,2020,2020,"Liver, unspecified - Malignant neoplasms",C22.9,Male,M,167,6267042,2.7
,Pennsylvania,42,2020,2020,Malignant neoplasm of gallbladder,C23,Female,F,61,6516212,0.9
,Pennsylvania,42,2020,2020,Malignant neoplasm of gallbladder,C23,Male,M,31,6267042,0.5
,Pennsylvania,42,2020,2020,Extrahepatic bile duct - Malignant neoplasms,C24.0,Female,F,13,6516212,Unreliable
,Pennsylvania,42,2020,2020,Extrahepatic bile duct - Malignant neoplasms,C24.0,Male,M,15,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Biliary tract, unspecified - Malignant neoplasms",C24.9,Female,F,15,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Biliary tract, unspecified - Malignant neoplasms",C24.9,Male,M,14,6267042,Unreliable
,Pennsylvania,42,2020,2020,Head of pancreas - Malignant neoplasms,C25.0,Female,F,17,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,Female,F,1028,6516212,15.8
,Pennsylvania,42,2020,2020,"Pancreas, unspecified - Malignant neoplasms",C25.9,Male,M,1123,6267042,17.9
,Pennsylvania,42,2020,2020,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,Female,F,31,6516212,0.5
,Pennsylvania,42,2020,2020,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,Male,M,50,6267042,0.8
,Pennsylvania,42,2020,2020,Supraglottis - Malignant neoplasms,C32.1,Male,M,21,6267042,0.3
,Pennsylvania,42,2020,2020,"Larynx, unspecified - Malignant neoplasms",C32.9,Female,F,32,6516212,0.5
,Pennsylvania,42,2020,2020,"Larynx, unspecified - Malignant neoplasms",C32.9,Male,M,113,6267042,1.8
,Pennsylvania,42,2020,2020,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,Female,F,30,6516212,0.5
,Pennsylvania,42,2020,2020,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,Male,M,29,6267042,0.5
,Pennsylvania,42,2020,2020,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,Female,F,18,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,Male,M,15,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Female,F,2871,6516212,44.1
,Pennsylvania,42,2020,2020,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,Male,M,3316,6267042,52.9
,Pennsylvania,42,2020,2020,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,Female,F,27,6516212,0.4
,Pennsylvania,42,2020,2020,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,Male,M,18,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Female,F,158,6516212,2.4
,Pennsylvania,42,2020,2020,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,Male,M,228,6267042,3.6
,Pennsylvania,42,2020,2020,Skin of scalp and neck - Malignant neoplasms,C44.4,Female,F,14,6516212,Unreliable
,Pennsylvania,42,2020,2020,Skin of scalp and neck - Malignant neoplasms,C44.4,Male,M,25,6267042,0.4
,Pennsylvania,42,2020,2020,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,Female,F,27,6516212,0.4
,Pennsylvania,42,2020,2020,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,Male,M,51,6267042,0.8
,Pennsylvania,42,2020,2020,Mesothelioma of pleura - Malignant neoplasms,C45.0,Male,M,10,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,Female,F,16,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,Male,M,74,6267042,1.2
,Pennsylvania,42,2020,2020,Retroperitoneum - Malignant neoplasms,C48.0,Female,F,17,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Peritoneum, unspecified - Malignant neoplasms",C48.2,Female,F,47,6516212,0.7
,Pennsylvania,42,2020,2020,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,Female,F,92,6516212,1.4
,Pennsylvania,42,2020,2020,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,Male,M,92,6267042,1.5
,Pennsylvania,42,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,Female,F,1900,6516212,29.2
,Pennsylvania,42,2020,2020,"Breast, unspecified - Malignant neoplasms",C50.9,Male,M,27,6267042,0.4
,Pennsylvania,42,2020,2020,"Vulva, unspecified - Malignant neoplasms",C51.9,Female,F,80,6516212,1.2
,Pennsylvania,42,2020,2020,Malignant neoplasm of vagina,C52,Female,F,19,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,Female,F,169,6516212,2.6
,Pennsylvania,42,2020,2020,Endometrium - Malignant neoplasms,C54.1,Female,F,390,6516212,6
,Pennsylvania,42,2020,2020,"Malignant neoplasm of uterus, part unspecified",C55,Female,F,246,6516212,3.8
,Pennsylvania,42,2020,2020,Malignant neoplasm of ovary,C56,Female,F,658,6516212,10.1
,Pennsylvania,42,2020,2020,Fallopian tube - Malignant neoplasms,C57.0,Female,F,11,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Female genital organ, unspecified - Malignant neoplasms",C57.9,Female,F,37,6516212,0.6
,Pennsylvania,42,2020,2020,"Penis, unspecified - Malignant neoplasms",C60.9,Male,M,11,6267042,Unreliable
,Pennsylvania,42,2020,2020,Malignant neoplasm of prostate,C61,Male,M,1405,6267042,22.4
,Pennsylvania,42,2020,2020,"Testis, unspecified - Malignant neoplasms",C62.9,Male,M,17,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,Female,F,222,6516212,3.4
,Pennsylvania,42,2020,2020,"Malignant neoplasm of kidney, except renal pelvis",C64,Male,M,385,6267042,6.1
,Pennsylvania,42,2020,2020,Malignant neoplasm of ureter,C66,Male,M,10,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,Female,F,229,6516212,3.5
,Pennsylvania,42,2020,2020,"Bladder, unspecified - Malignant neoplasms",C67.9,Male,M,586,6267042,9.4
,Pennsylvania,42,2020,2020,"Urinary organ, unspecified - Malignant neoplasms",C68.9,Male,M,10,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,Female,F,307,6516212,4.7
,Pennsylvania,42,2020,2020,"Brain, unspecified - Malignant neoplasms",C71.9,Male,M,384,6267042,6.1
,Pennsylvania,42,2020,2020,Malignant neoplasm of thyroid gland,C73,Female,F,56,6516212,0.9
,Pennsylvania,42,2020,2020,Malignant neoplasm of thyroid gland,C73,Male,M,35,6267042,0.6
,Pennsylvania,42,2020,2020,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,Male,M,10,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Head, face and neck - Malignant neoplasms",C76.0,Female,F,10,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Head, face and neck - Malignant neoplasms",C76.0,Male,M,14,6267042,Unreliable
,Pennsylvania,42,2020,2020,Abdomen - Malignant neoplasms,C76.2,Female,F,15,6516212,Unreliable
,Pennsylvania,42,2020,2020,Abdomen - Malignant neoplasms,C76.2,Male,M,10,6267042,Unreliable
,Pennsylvania,42,2020,2020,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,Female,F,34,6516212,0.5
,Pennsylvania,42,2020,2020,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Female,F,35,6516212,0.5
,Pennsylvania,42,2020,2020,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,Male,M,56,6267042,0.9
,Pennsylvania,42,2020,2020,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,Female,F,20,6516212,0.3
,Pennsylvania,42,2020,2020,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,Male,M,21,6267042,0.3
,Pennsylvania,42,2020,2020,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,Female,F,10,6516212,Unreliable
,Pennsylvania,42,2020,2020,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,Male,M,16,6267042,Unreliable
,Pennsylvania,42,2020,2020,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Female,F,37,6516212,0.6
,Pennsylvania,42,2020,2020,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,Male,M,91,6267042,1.5
,Pennsylvania,42,2020,2020,Malignant neoplasm without specification of site,C80,Female,F,748,6516212,11.5
,Pennsylvania,42,2020,2020,Malignant neoplasm without specification of site,C80,Male,M,872,6267042,13.9
,Pennsylvania,42,2020,2020,"Hodgkin disease, unspecified",C81.9,Female,F,14,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Hodgkin disease, unspecified",C81.9,Male,M,31,6267042,0.5
,Pennsylvania,42,2020,2020,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,Female,F,15,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,Male,M,17,6267042,Unreliable
,Pennsylvania,42,2020,2020,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,Female,F,18,6516212,Unreliable
,Pennsylvania,42,2020,2020,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,Male,M,40,6267042,0.6
,Pennsylvania,42,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Female,F,79,6516212,1.2
,Pennsylvania,42,2020,2020,Non-Hodgkin lymphoma large cell (diffuse),C83.3,Male,M,121,6267042,1.9
,Pennsylvania,42,2020,2020,Peripheral T-cell lymphoma - Malignant neoplasms,C84.4,Male,M,10,6267042,Unreliable
,Pennsylvania,42,2020,2020,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,Female,F,20,6516212,0.3
,Pennsylvania,42,2020,2020,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,Male,M,30,6267042,0.5
,Pennsylvania,42,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Female,F,72,6516212,1.1
,Pennsylvania,42,2020,2020,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,Male,M,89,6267042,1.4
,Pennsylvania,42,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,Female,F,222,6516212,3.4
,Pennsylvania,42,2020,2020,"Non-Hodgkin lymphoma, unspecified type",C85.9,Male,M,220,6267042,3.5
,Pennsylvania,42,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,Female,F,235,6516212,3.6
,Pennsylvania,42,2020,2020,Multiple myeloma - Malignant neoplasms,C90.0,Male,M,284,6267042,4.5
,Pennsylvania,42,2020,2020,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,Female,F,37,6516212,0.6
,Pennsylvania,42,2020,2020,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,Male,M,26,6267042,0.4
,Pennsylvania,42,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Female,F,91,6516212,1.4
,Pennsylvania,42,2020,2020,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,Male,M,129,6267042,2.1
,Pennsylvania,42,2020,2020,"Lymphoid leukaemia, unspecified - Malignant neoplasms",C91.9,Male,M,10,6267042,Unreliable
,Pennsylvania,42,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Female,F,223,6516212,3.4
,Pennsylvania,42,2020,2020,Acute myeloid leukaemia - Malignant neoplasms,C92.0,Male,M,259,6267042,4.1
,Pennsylvania,42,2020,2020,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,Female,F,25,6516212,0.4
,Pennsylvania,42,2020,2020,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,Male,M,37,6267042,0.6
,Pennsylvania,42,2020,2020,Other myeloid leukaemia - Malignant neoplasms,C92.7,Female,F,10,6516212,Unreliable
,Pennsylvania,42,2020,2020,Other myeloid leukaemia - Malignant neoplasms,C92.7,Male,M,14,6267042,Unreliable
,Pennsylvania,42,2020,2020,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,Female,F,34,6516212,0.5
,Pennsylvania,42,2020,2020,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,Male,M,40,6267042,0.6
,Pennsylvania,42,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,Female,F,46,6516212,0.7
,Pennsylvania,42,2020,2020,"Leukaemia, unspecified - Malignant neoplasms",C95.9,Male,M,61,6267042,1
,Pennsylvania,42,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,Female,F,145,6516212,2.2
,Pennsylvania,42,2020,2020,Malignant neoplasms of independent (primary) multiple sites,C97,Male,M,175,6267042,2.8
,Pennsylvania,42,2020,2020,Cerebral meninges - Benign neoplasms,D32.0,Female,F,11,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Meninges, unspecified - Benign neoplasms",D32.9,Female,F,16,6516212,Unreliable
,Pennsylvania,42,2020,2020,"Meninges, unspecified - Benign neoplasms",D32.9,Male,M,22,6267042,0.4
,Pennsylvania,42,2020,2020,Other digestive organs - Uncertain neoplasms,D37.7,Male,M,13,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,Female,F,22,6516212,0.3
,Pennsylvania,42,2020,2020,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,Male,M,15,6267042,Unreliable
,Pennsylvania,42,2020,2020,"Brain, unspecified - Uncertain neoplasms",D43.2,Female,F,43,6516212,0.7
,Pennsylvania,42,2020,2020,"Brain, unspecified - Uncertain neoplasms",D43.2,Male,M,44,6267042,0.7
,Pennsylvania,42,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Female,F,141,6516212,2.2
,Pennsylvania,42,2020,2020,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,Male,M,219,6267042,3.5
,Pennsylvania,42,2020,2020,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,Female,F,26,6516212,0.4
,Pennsylvania,42,2020,2020,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,Male,M,32,6267042,0.5
,Pennsylvania,42,2020,2020,Connective and other soft tissue - Uncertain neoplasms,D48.1,Female,F,11,6516212,Unreliable
