,Notes,State,State Code,Year,Year Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
5550,,Nevada,32.0,2020.0,2020.0,"Malignant neoplasm of uterus, part unspecified",C55,75-84 years,75-84,16.0,156290.0,Unreliable
5551,,Nevada,32.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,65-74 years,65-74,36.0,316112.0,11.4
5552,,Nevada,32.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,75-84 years,75-84,27.0,156290.0,17.3
5553,,Nevada,32.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,85+ years,85+,14.0,46914.0,Unreliable
5554,,Nevada,32.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,65-74 years,65-74,90.0,316112.0,28.5
5555,,Nevada,32.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,75-84 years,75-84,128.0,156290.0,81.9
5556,,Nevada,32.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,85+ years,85+,90.0,46914.0,191.8
5557,,Nevada,32.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,42.0,316112.0,13.3
5558,,Nevada,32.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,39.0,156290.0,25
5559,,Nevada,32.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,85+ years,85+,28.0,46914.0,59.7
5560,,Nevada,32.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,41.0,316112.0,13
5561,,Nevada,32.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,55.0,156290.0,35.2
5562,,Nevada,32.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,47.0,46914.0,100.2
5563,,Nevada,32.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,44.0,316112.0,13.9
5564,,Nevada,32.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,75-84 years,75-84,41.0,156290.0,26.2
5565,,Nevada,32.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,85+ years,85+,17.0,46914.0,Unreliable
5566,,Nevada,32.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,65-74 years,65-74,76.0,316112.0,24
5567,,Nevada,32.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,75-84 years,75-84,73.0,156290.0,46.7
5568,,Nevada,32.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,85+ years,85+,46.0,46914.0,98.1
5569,,Nevada,32.0,2020.0,2020.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,75-84 years,75-84,15.0,156290.0,Unreliable
5570,,Nevada,32.0,2020.0,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,65-74 years,65-74,15.0,316112.0,Unreliable
5571,,Nevada,32.0,2020.0,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,75-84 years,75-84,14.0,156290.0,Unreliable
5572,,Nevada,32.0,2020.0,2020.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,65-74 years,65-74,17.0,316112.0,Unreliable
5573,,Nevada,32.0,2020.0,2020.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,75-84 years,75-84,28.0,156290.0,17.9
5574,,Nevada,32.0,2020.0,2020.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,85+ years,85+,18.0,46914.0,Unreliable
5575,,Nevada,32.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,33.0,316112.0,10.4
5576,,Nevada,32.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,27.0,156290.0,17.3
5577,,Nevada,32.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,85+ years,85+,17.0,46914.0,Unreliable
5578,,Nevada,32.0,2020.0,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,13.0,156290.0,Unreliable
5579,,Nevada,32.0,2020.0,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,85+ years,85+,10.0,46914.0,Unreliable
5580,,Nevada,32.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,17.0,316112.0,Unreliable
5581,,Nevada,32.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,27.0,156290.0,17.3
5582,,Nevada,32.0,2020.0,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,65-74 years,65-74,12.0,316112.0,Unreliable
5583,,Nevada,32.0,2020.0,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,22.0,156290.0,14.1
5584,,Nevada,32.0,2020.0,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,85+ years,85+,10.0,46914.0,Unreliable
5585,,New Hampshire,33.0,2019.0,2019.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,65-74 years,65-74,30.0,152669.0,19.7
5586,,New Hampshire,33.0,2019.0,2019.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,75-84 years,75-84,23.0,70954.0,32.4
5587,,New Hampshire,33.0,2019.0,2019.0,"Stomach, unspecified - Malignant neoplasms",C16.9,75-84 years,75-84,11.0,70954.0,Unreliable
5588,,New Hampshire,33.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,40.0,152669.0,26.2
5589,,New Hampshire,33.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,31.0,70954.0,43.7
5590,,New Hampshire,33.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,85+ years,85+,43.0,30241.0,142.2
5591,,New Hampshire,33.0,2019.0,2019.0,Liver cell carcinoma - Malignant neoplasms,C22.0,65-74 years,65-74,13.0,152669.0,Unreliable
5592,,New Hampshire,33.0,2019.0,2019.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,65-74 years,65-74,12.0,152669.0,Unreliable
5593,,New Hampshire,33.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,87.0,152669.0,57
5594,,New Hampshire,33.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,59.0,70954.0,83.2
5595,,New Hampshire,33.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,27.0,30241.0,89.3
5596,,New Hampshire,33.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,195.0,152669.0,127.7
5597,,New Hampshire,33.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,207.0,70954.0,291.7
5598,,New Hampshire,33.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,73.0,30241.0,241.4
5599,,New Hampshire,33.0,2019.0,2019.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,14.0,152669.0,Unreliable
5600,,New Hampshire,33.0,2019.0,2019.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,11.0,70954.0,Unreliable
5601,,New Hampshire,33.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,59.0,152669.0,38.6
5602,,New Hampshire,33.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,38.0,70954.0,53.6
5603,,New Hampshire,33.0,2019.0,2019.0,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,29.0,30241.0,95.9
5604,,New Hampshire,33.0,2019.0,2019.0,Endometrium - Malignant neoplasms,C54.1,65-74 years,65-74,14.0,152669.0,Unreliable
5605,,New Hampshire,33.0,2019.0,2019.0,Malignant neoplasm of ovary,C56,65-74 years,65-74,15.0,152669.0,Unreliable
5606,,New Hampshire,33.0,2019.0,2019.0,Malignant neoplasm of prostate,C61,65-74 years,65-74,31.0,152669.0,20.3
5607,,New Hampshire,33.0,2019.0,2019.0,Malignant neoplasm of prostate,C61,75-84 years,75-84,63.0,70954.0,88.8
5608,,New Hampshire,33.0,2019.0,2019.0,Malignant neoplasm of prostate,C61,85+ years,85+,68.0,30241.0,224.9
5609,,New Hampshire,33.0,2019.0,2019.0,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,20.0,152669.0,13.1
5610,,New Hampshire,33.0,2019.0,2019.0,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,14.0,70954.0,Unreliable
5611,,New Hampshire,33.0,2019.0,2019.0,"Malignant neoplasm of kidney, except renal pelvis",C64,85+ years,85+,13.0,30241.0,Unreliable
5612,,New Hampshire,33.0,2019.0,2019.0,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,20.0,152669.0,13.1
5613,,New Hampshire,33.0,2019.0,2019.0,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,30.0,70954.0,42.3
5614,,New Hampshire,33.0,2019.0,2019.0,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,25.0,30241.0,82.7
5615,,New Hampshire,33.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,27.0,152669.0,17.7
5616,,New Hampshire,33.0,2019.0,2019.0,"Brain, unspecified - Malignant neoplasms",C71.9,75-84 years,75-84,13.0,70954.0,Unreliable
5617,,New Hampshire,33.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,65-74 years,65-74,51.0,152669.0,33.4
5618,,New Hampshire,33.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,75-84 years,75-84,46.0,70954.0,64.8
5619,,New Hampshire,33.0,2019.0,2019.0,Malignant neoplasm without specification of site,C80,85+ years,85+,37.0,30241.0,122.4
5620,,New Hampshire,33.0,2019.0,2019.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,85+ years,85+,10.0,30241.0,Unreliable
5621,,New Hampshire,33.0,2019.0,2019.0,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,17.0,152669.0,Unreliable
5622,,New Hampshire,33.0,2019.0,2019.0,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,14.0,70954.0,Unreliable
5623,,New Hampshire,33.0,2019.0,2019.0,Multiple myeloma - Malignant neoplasms,C90.0,85+ years,85+,11.0,30241.0,Unreliable
5624,,New Hampshire,33.0,2019.0,2019.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,85+ years,85+,11.0,30241.0,Unreliable
5625,,New Hampshire,33.0,2019.0,2019.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,21.0,152669.0,13.8
5626,,New Hampshire,33.0,2019.0,2019.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,20.0,70954.0,28.2
5627,,New Hampshire,33.0,2019.0,2019.0,Malignant neoplasms of independent (primary) multiple sites,C97,65-74 years,65-74,10.0,152669.0,Unreliable
5628,,New Hampshire,33.0,2019.0,2019.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,85+ years,85+,15.0,30241.0,Unreliable
5629,,New Hampshire,33.0,2020.0,2020.0,"Tongue, unspecified - Malignant neoplasms",C02.9,65-74 years,65-74,10.0,158927.0,Unreliable
5630,,New Hampshire,33.0,2020.0,2020.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,65-74 years,65-74,25.0,158927.0,15.7
5631,,New Hampshire,33.0,2020.0,2020.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,75-84 years,75-84,23.0,73622.0,31.2
5632,,New Hampshire,33.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,34.0,158927.0,21.4
5633,,New Hampshire,33.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,29.0,73622.0,39.4
5634,,New Hampshire,33.0,2020.0,2020.0,"Colon, unspecified - Malignant neoplasms",C18.9,85+ years,85+,33.0,30580.0,107.9
5635,,New Hampshire,33.0,2020.0,2020.0,Malignant neoplasm of rectum,C20,65-74 years,65-74,12.0,158927.0,Unreliable
5636,,New Hampshire,33.0,2020.0,2020.0,Liver cell carcinoma - Malignant neoplasms,C22.0,65-74 years,65-74,19.0,158927.0,Unreliable
5637,,New Hampshire,33.0,2020.0,2020.0,Liver cell carcinoma - Malignant neoplasms,C22.0,75-84 years,75-84,14.0,73622.0,Unreliable
5638,,New Hampshire,33.0,2020.0,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,65-74 years,65-74,18.0,158927.0,Unreliable
5639,,New Hampshire,33.0,2020.0,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,75-84 years,75-84,12.0,73622.0,Unreliable
5640,,New Hampshire,33.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,83.0,158927.0,52.2
5641,,New Hampshire,33.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,68.0,73622.0,92.4
5642,,New Hampshire,33.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,34.0,30580.0,111.2
5643,,New Hampshire,33.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,212.0,158927.0,133.4
5644,,New Hampshire,33.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,193.0,73622.0,262.1
5645,,New Hampshire,33.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,74.0,30580.0,242
5646,,New Hampshire,33.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,13.0,158927.0,Unreliable
5647,,New Hampshire,33.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,15.0,73622.0,Unreliable
5648,,New Hampshire,33.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,85+ years,85+,10.0,30580.0,Unreliable
5649,,New Hampshire,33.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,42.0,158927.0,26.4
5650,,New Hampshire,33.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,42.0,73622.0,57
5651,,New Hampshire,33.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,31.0,30580.0,101.4
5652,,New Hampshire,33.0,2020.0,2020.0,Endometrium - Malignant neoplasms,C54.1,65-74 years,65-74,17.0,158927.0,Unreliable
5653,,New Hampshire,33.0,2020.0,2020.0,Endometrium - Malignant neoplasms,C54.1,75-84 years,75-84,12.0,73622.0,Unreliable
5654,,New Hampshire,33.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,65-74 years,65-74,15.0,158927.0,Unreliable
5655,,New Hampshire,33.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,75-84 years,75-84,13.0,73622.0,Unreliable
5656,,New Hampshire,33.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,65-74 years,65-74,41.0,158927.0,25.8
5657,,New Hampshire,33.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,75-84 years,75-84,55.0,73622.0,74.7
5658,,New Hampshire,33.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,85+ years,85+,50.0,30580.0,163.5
5659,,New Hampshire,33.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,18.0,158927.0,Unreliable
5660,,New Hampshire,33.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,19.0,73622.0,Unreliable
5661,,New Hampshire,33.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,24.0,158927.0,15.1
5662,,New Hampshire,33.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,21.0,73622.0,28.5
5663,,New Hampshire,33.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,27.0,30580.0,88.3
5664,,New Hampshire,33.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,31.0,158927.0,19.5
5665,,New Hampshire,33.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,75-84 years,75-84,15.0,73622.0,Unreliable
5666,,New Hampshire,33.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,65-74 years,65-74,49.0,158927.0,30.8
5667,,New Hampshire,33.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,75-84 years,75-84,52.0,73622.0,70.6
5668,,New Hampshire,33.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,85+ years,85+,48.0,30580.0,157
5669,,New Hampshire,33.0,2020.0,2020.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,75-84 years,75-84,11.0,73622.0,Unreliable
5670,,New Hampshire,33.0,2020.0,2020.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,75-84 years,75-84,11.0,73622.0,Unreliable
5671,,New Hampshire,33.0,2020.0,2020.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,85+ years,85+,13.0,30580.0,Unreliable
5672,,New Hampshire,33.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,18.0,158927.0,Unreliable
5673,,New Hampshire,33.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,19.0,73622.0,Unreliable
5674,,New Hampshire,33.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,85+ years,85+,14.0,30580.0,Unreliable
5675,,New Hampshire,33.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,12.0,158927.0,Unreliable
5676,,New Hampshire,33.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,18.0,73622.0,Unreliable
5677,,New Hampshire,33.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,85+ years,85+,10.0,30580.0,Unreliable
5678,,New Hampshire,33.0,2020.0,2020.0,Malignant neoplasms of independent (primary) multiple sites,C97,75-84 years,75-84,13.0,73622.0,Unreliable
5679,,New Hampshire,33.0,2020.0,2020.0,Malignant neoplasms of independent (primary) multiple sites,C97,85+ years,85+,10.0,30580.0,Unreliable
5680,,New Hampshire,33.0,2020.0,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,75-84 years,75-84,13.0,73622.0,Unreliable
5681,,New Hampshire,33.0,2020.0,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,85+ years,85+,11.0,30580.0,Unreliable
5682,,New Jersey,34.0,2019.0,2019.0,"Tongue, unspecified - Malignant neoplasms",C02.9,65-74 years,65-74,17.0,832866.0,Unreliable
5683,,New Jersey,34.0,2019.0,2019.0,"Tongue, unspecified - Malignant neoplasms",C02.9,75-84 years,75-84,18.0,439565.0,Unreliable
5684,,New Jersey,34.0,2019.0,2019.0,"Oropharynx, unspecified - Malignant neoplasms",C10.9,75-84 years,75-84,10.0,439565.0,Unreliable
5685,,New Jersey,34.0,2019.0,2019.0,"Pharynx, unspecified - Malignant neoplasms",C14.0,65-74 years,65-74,11.0,832866.0,Unreliable
5686,,New Jersey,34.0,2019.0,2019.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,65-74 years,65-74,105.0,832866.0,12.6
5687,,New Jersey,34.0,2019.0,2019.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,75-84 years,75-84,99.0,439565.0,22.5
5688,,New Jersey,34.0,2019.0,2019.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,85+ years,85+,38.0,203104.0,18.7
5689,,New Jersey,34.0,2019.0,2019.0,Cardia - Malignant neoplasms,C16.0,65-74 years,65-74,10.0,832866.0,Unreliable
5690,,New Jersey,34.0,2019.0,2019.0,"Stomach, unspecified - Malignant neoplasms",C16.9,65-74 years,65-74,67.0,832866.0,8
5691,,New Jersey,34.0,2019.0,2019.0,"Stomach, unspecified - Malignant neoplasms",C16.9,75-84 years,75-84,75.0,439565.0,17.1
5692,,New Jersey,34.0,2019.0,2019.0,"Stomach, unspecified - Malignant neoplasms",C16.9,85+ years,85+,74.0,203104.0,36.4
5693,,New Jersey,34.0,2019.0,2019.0,Appendix - Malignant neoplasms,C18.1,65-74 years,65-74,11.0,832866.0,Unreliable
5694,,New Jersey,34.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,65-74 years,65-74,231.0,832866.0,27.7
5695,,New Jersey,34.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,75-84 years,75-84,240.0,439565.0,54.6
5696,,New Jersey,34.0,2019.0,2019.0,"Colon, unspecified - Malignant neoplasms",C18.9,85+ years,85+,282.0,203104.0,138.8
5697,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of rectosigmoid junction,C19,65-74 years,65-74,18.0,832866.0,Unreliable
5698,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of rectosigmoid junction,C19,75-84 years,75-84,27.0,439565.0,6.1
5699,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of rectosigmoid junction,C19,85+ years,85+,13.0,203104.0,Unreliable
5700,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of rectum,C20,65-74 years,65-74,54.0,832866.0,6.5
5701,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of rectum,C20,75-84 years,75-84,39.0,439565.0,8.9
5702,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of rectum,C20,85+ years,85+,32.0,203104.0,15.8
5703,,New Jersey,34.0,2019.0,2019.0,Liver cell carcinoma - Malignant neoplasms,C22.0,65-74 years,65-74,82.0,832866.0,9.8
5704,,New Jersey,34.0,2019.0,2019.0,Liver cell carcinoma - Malignant neoplasms,C22.0,75-84 years,75-84,58.0,439565.0,13.2
5705,,New Jersey,34.0,2019.0,2019.0,Liver cell carcinoma - Malignant neoplasms,C22.0,85+ years,85+,26.0,203104.0,12.8
5706,,New Jersey,34.0,2019.0,2019.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,65-74 years,65-74,71.0,832866.0,8.5
5707,,New Jersey,34.0,2019.0,2019.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,75-84 years,75-84,51.0,439565.0,11.6
5708,,New Jersey,34.0,2019.0,2019.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,85+ years,85+,34.0,203104.0,16.7
5709,,New Jersey,34.0,2019.0,2019.0,"Liver, unspecified - Malignant neoplasms",C22.9,65-74 years,65-74,70.0,832866.0,8.4
5710,,New Jersey,34.0,2019.0,2019.0,"Liver, unspecified - Malignant neoplasms",C22.9,75-84 years,75-84,65.0,439565.0,14.8
5711,,New Jersey,34.0,2019.0,2019.0,"Liver, unspecified - Malignant neoplasms",C22.9,85+ years,85+,43.0,203104.0,21.2
5712,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of gallbladder,C23,65-74 years,65-74,11.0,832866.0,Unreliable
5713,,New Jersey,34.0,2019.0,2019.0,Malignant neoplasm of gallbladder,C23,75-84 years,75-84,14.0,439565.0,Unreliable
5714,,New Jersey,34.0,2019.0,2019.0,Extrahepatic bile duct - Malignant neoplasms,C24.0,65-74 years,65-74,10.0,832866.0,Unreliable
5715,,New Jersey,34.0,2019.0,2019.0,"Biliary tract, unspecified - Malignant neoplasms",C24.9,65-74 years,65-74,11.0,832866.0,Unreliable
5716,,New Jersey,34.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,374.0,832866.0,44.9
5717,,New Jersey,34.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,380.0,439565.0,86.4
5718,,New Jersey,34.0,2019.0,2019.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,225.0,203104.0,110.8
5719,,New Jersey,34.0,2019.0,2019.0,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,75-84 years,75-84,14.0,439565.0,Unreliable
5720,,New Jersey,34.0,2019.0,2019.0,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,85+ years,85+,18.0,203104.0,Unreliable
5721,,New Jersey,34.0,2019.0,2019.0,"Larynx, unspecified - Malignant neoplasms",C32.9,65-74 years,65-74,32.0,832866.0,3.8
5722,,New Jersey,34.0,2019.0,2019.0,"Larynx, unspecified - Malignant neoplasms",C32.9,75-84 years,75-84,22.0,439565.0,5
5723,,New Jersey,34.0,2019.0,2019.0,"Larynx, unspecified - Malignant neoplasms",C32.9,85+ years,85+,13.0,203104.0,Unreliable
5724,,New Jersey,34.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,968.0,832866.0,116.2
5725,,New Jersey,34.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,1082.0,439565.0,246.2
5726,,New Jersey,34.0,2019.0,2019.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,583.0,203104.0,287
5727,,New Jersey,34.0,2019.0,2019.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,50.0,832866.0,6
5728,,New Jersey,34.0,2019.0,2019.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,48.0,439565.0,10.9
5729,,New Jersey,34.0,2019.0,2019.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,85+ years,85+,47.0,203104.0,23.1
5730,,New Jersey,34.0,2019.0,2019.0,Skin of scalp and neck - Malignant neoplasms,C44.4,85+ years,85+,11.0,203104.0,Unreliable
5731,,New Jersey,34.0,2019.0,2019.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,65-74 years,65-74,12.0,832866.0,Unreliable
5732,,New Jersey,34.0,2019.0,2019.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,75-84 years,75-84,12.0,439565.0,Unreliable
5733,,New Jersey,34.0,2019.0,2019.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,85+ years,85+,23.0,203104.0,11.3
5734,,New Jersey,34.0,2019.0,2019.0,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,65-74 years,65-74,20.0,832866.0,2.4
5735,,New Jersey,34.0,2019.0,2019.0,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,75-84 years,75-84,20.0,439565.0,4.5
5736,,New Jersey,34.0,2019.0,2019.0,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,85+ years,85+,14.0,203104.0,Unreliable
5737,,New Jersey,34.0,2019.0,2019.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,65-74 years,65-74,22.0,832866.0,2.6
5738,,New Jersey,34.0,2019.0,2019.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,75-84 years,75-84,22.0,439565.0,5
